Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
TaNiAs,T14Y3L,73,tantalum,T,14,Y,3,L,Ta,1,1,tantalum-1,1
Na2ZrSe3,P1Z2P,11,sodium,P,1,Z,2,P,Na,2,1,sodium-1,1
Na2ZrSe3,P1Z2P,11,sodium,P,1,Z,2,P,Na,2,1,sodium-2,2
NaSbF4,C5Z2C,11,sodium,C,5,Z,2,C,Na,1,1,sodium-1,1
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-1,1
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-2,2
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-3,3
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-4,4
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-5,5
K2PtBr6,B17Z1R,35,bromine,B,17,Z,1,R,Br,6,3,bromine-6,6
KCrO6I,E5Z2E,19,potassium,E,5,Z,2,E,K,1,1,potassium-1,1
SbIrS,T11Z2R,51,antimony,T,11,Z,2,R,Sb,1,1,antimony-1,1
NaLiTe,P1Z2P,3,lithium,P,1,Z,1,P,Li,1,2,lithium-1,1
Al2CaO4,C5Z2C,13,aluminium,C,5,Z,2,C,Al,2,1,aluminium-1,1
Al2CaO4,C5Z2C,13,aluminium,C,5,Z,2,C,Al,2,1,aluminium-2,2
YScO3,B10Z1R,21,scandium,B,10,Z,1,R,Sc,1,2,scandium-1,1
BiPbClO2,B16Z1L,82,lead,B,16,Z,1,L,Pb,1,2,lead-1,1
ZrCrSi,V3Y4V,40,zirconium,V,3,Y,4,V,Zr,1,1,zirconium-1,1
ZrSiIr,V3Y4V,40,zirconium,V,3,Y,4,V,Zr,1,1,zirconium-1,1
CrKO,V3Y2V,19,potassium,V,3,Y,2,V,K,1,2,potassium-1,1
RbCaAs,E5Z4E,37,rubidium,E,5,Z,4,E,Rb,1,1,rubidium-1,1
Nb2MnS4,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,2,manganese-1,1
Sc7NCl12,T2Y1L,7,nitrogen,T,2,Y,1,L,N,1,2,nitrogen-1,1
InRhO3,B10Z1R,45,rhodium,B,10,Z,1,R,Rh,1,2,rhodium-1,1
YScS3,B7Y4R,39,yttrium,B,7,Y,4,R,Y,1,1,yttrium-1,1
LiTaF6,A2Y6A,73,tantalum,A,2,Y,6,A,Ta,1,2,tantalum-1,1
MgTiO3,B15Y1R,12,magnesium,B,15,Y,1,R,Mg,1,1,magnesium-1,1
LiBeP,B8X1R,15,phosphorus,B,8,X,2,R,P,1,3,phosphorus-1,1
TlAuCl4,B15Y4R,79,gold,B,15,Y,4,R,Au,1,2,gold-1,1
CsVO3,E5Z2E,23,vanadium,E,5,Z,2,E,V,1,2,vanadium-1,1
SrMnSn,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,2,manganese-1,1
LiGaAs2O7,B10Z2R,33,arsenic,B,10,Z,2,R,As,2,3,arsenic-1,1
LiGaAs2O7,B10Z2R,33,arsenic,B,10,Z,2,R,As,2,3,arsenic-2,2
ZrSiIr,B17Z2R,77,iridium,B,17,Z,2,R,Ir,1,3,iridium-1,1
TaFeAs,B17Z1R,33,arsenic,B,17,Z,1,R,As,1,3,arsenic-1,1
BaAsAu,T14Y1L,56,barium,T,14,Y,1,L,Ba,1,1,barium-1,1
ZrCrSi,B8X2R,14,silicon,B,8,X,2,R,Si,1,3,silicon-1,1
YPtBi,T12Z3L,78,platinum,T,12,Z,3,L,Pt,1,2,platinum-1,1
V2PO5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-1,1
V2PO5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-2,2
V2PO5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-3,3
V2PO5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-4,4
V2PO5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-5,5
Te2OsCl12,B15Y3R,76,osmium,B,15,Y,3,R,Os,1,2,osmium-1,1
Al2CuIr,B13Z3L,77,iridium,B,13,Z,3,L,Ir,1,3,iridium-1,1
Zr2SbP,T9X1L,15,phosphorus,T,9,X,2,L,P,1,3,phosphorus-1,1
BaPIr,B17Z2R,77,iridium,B,17,Z,2,R,Ir,1,3,iridium-1,1
CuSbSe2,B15Y2R,29,copper,B,15,Y,2,R,Cu,1,1,copper-1,1
Cu2GeO4,B15Y2R,29,copper,B,15,Y,2,R,Cu,2,1,copper-1,1
Cu2GeO4,B15Y2R,29,copper,B,15,Y,2,R,Cu,2,1,copper-2,2
Sc2CdSe4,T11Z2R,48,cadmium,T,11,Z,2,R,Cd,1,2,cadmium-1,1
MgGaAu,B15Y2R,31,gallium,B,15,Y,2,R,Ga,1,2,gallium-1,1
TePbO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
TePbO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
TePbO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
HfCoSn,B15Y1R,50,tin,B,15,Y,2,R,Sn,1,3,tin-1,1
MnCoGe,V3Y2V,27,cobalt,V,3,Y,2,V,Co,1,2,cobalt-1,1
CsReO4,T12Z3L,75,rhenium,T,12,Z,3,L,Re,1,2,rhenium-1,1
H2EuTe,B1Z1R,1,hydrogen,B,1,Z,1,R,H,2,1,hydrogen-1,1
H2EuTe,B1Z1R,1,hydrogen,B,1,Z,1,R,H,2,1,hydrogen-2,2
SrCdBi2,B15Y5R,83,bismuth,B,15,Y,5,R,Bi,2,3,bismuth-1,1
SrCdBi2,B15Y5R,83,bismuth,B,15,Y,5,R,Bi,2,3,bismuth-2,2
KAuBr4,B10Z2R,35,bromine,B,10,Z,2,R,Br,4,3,bromine-1,1
KAuBr4,B10Z2R,35,bromine,B,10,Z,2,R,Br,4,3,bromine-2,2
KAuBr4,B10Z2R,35,bromine,B,10,Z,2,R,Br,4,3,bromine-3,3
KAuBr4,B10Z2R,35,bromine,B,10,Z,2,R,Br,4,3,bromine-4,4
K2NiP2,E5Z2E,19,potassium,E,5,Z,2,E,K,2,1,potassium-1,1
K2NiP2,E5Z2E,19,potassium,E,5,Z,2,E,K,2,1,potassium-2,2
ZrSiIr,B13Z3L,77,iridium,B,13,Z,3,L,Ir,1,3,iridium-1,1
AlAsO4,T11Z2R,33,arsenic,T,11,Z,2,R,As,1,2,arsenic-1,1
CdSnAs2,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,2,tin-1,1
KMnSb,V3Y2V,19,potassium,V,3,Y,2,V,K,1,1,potassium-1,1
CsGaSe3,T16Z1L,31,gallium,T,16,Z,1,L,Ga,1,2,gallium-1,1
Sr2TaN3,T9X4L,38,strontium,T,9,X,4,L,Sr,2,1,strontium-1,1
Sr2TaN3,T9X4L,38,strontium,T,9,X,4,L,Sr,2,1,strontium-2,2
TmYO3,E5Z4E,39,yttrium,E,5,Z,4,E,Y,1,2,yttrium-1,1
InAsPt5,B17Z2R,78,platinum,B,17,Z,2,R,Pt,5,3,platinum-1,1
InAsPt5,B17Z2R,78,platinum,B,17,Z,2,R,Pt,5,3,platinum-2,2
InAsPt5,B17Z2R,78,platinum,B,17,Z,2,R,Pt,5,3,platinum-3,3
InAsPt5,B17Z2R,78,platinum,B,17,Z,2,R,Pt,5,3,platinum-4,4
InAsPt5,B17Z2R,78,platinum,B,17,Z,2,R,Pt,5,3,platinum-5,5
VNiSb,T11Z2R,51,antimony,T,11,Z,2,R,Sb,1,3,antimony-1,1
Mg2NiB2Ir5,T11Z3R,77,iridium,T,11,Z,3,R,Ir,5,4,iridium-1,1
Mg2NiB2Ir5,T11Z3R,77,iridium,T,11,Z,3,R,Ir,5,4,iridium-2,2
Mg2NiB2Ir5,T11Z3R,77,iridium,T,11,Z,3,R,Ir,5,4,iridium-3,3
Mg2NiB2Ir5,T11Z3R,77,iridium,T,11,Z,3,R,Ir,5,4,iridium-4,4
Mg2NiB2Ir5,T11Z3R,77,iridium,T,11,Z,3,R,Ir,5,4,iridium-5,5
TaSbO4,T2Y1L,8,oxygen,T,2,Y,1,L,O,4,3,oxygen-1,1
TaSbO4,T2Y1L,8,oxygen,T,2,Y,1,L,O,4,3,oxygen-2,2
TaSbO4,T2Y1L,8,oxygen,T,2,Y,1,L,O,4,3,oxygen-3,3
TaSbO4,T2Y1L,8,oxygen,T,2,Y,1,L,O,4,3,oxygen-4,4
CsFeS2,T5Z1R,16,sulfur,T,5,Z,1,R,S,2,3,sulfur-1,1
CsFeS2,T5Z1R,16,sulfur,T,5,Z,1,R,S,2,3,sulfur-2,2
RbGeBr3,T16Z1L,35,bromine,T,16,Z,1,L,Br,3,3,bromine-1,1
RbGeBr3,T16Z1L,35,bromine,T,16,Z,1,L,Br,3,3,bromine-2,2
RbGeBr3,T16Z1L,35,bromine,T,16,Z,1,L,Br,3,3,bromine-3,3
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-1,1
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-2,2
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-3,3
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-4,4
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-5,5
P3YbO6H6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-6,6
Rb2AgCl3,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,3,3,chlorine-1,1
Rb2AgCl3,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,3,3,chlorine-2,2
Rb2AgCl3,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,3,3,chlorine-3,3
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-1,1
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-2,2
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-3,3
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-4,4
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-5,5
Rb2WBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-6,6
ZrPbS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-1,1
ZrPbS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-2,2
ZrPbS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-3,3
MnInCu2,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,1,manganese-1,1
Rb3NiO2,V2Y4V,37,rubidium,V,2,Y,4,V,Rb,3,1,rubidium-1,1
Rb3NiO2,V2Y4V,37,rubidium,V,2,Y,4,V,Rb,3,1,rubidium-2,2
Rb3NiO2,V2Y4V,37,rubidium,V,2,Y,4,V,Rb,3,1,rubidium-3,3
AlFeF5,T6Y1L,13,aluminium,T,6,Y,1,L,Al,1,1,aluminium-1,1
HfGeTe,B13Z2L,72,hafnium,B,13,Z,2,L,Hf,1,1,hafnium-1,1
Sc2FeS4,B8X2R,21,scandium,B,8,X,2,R,Sc,2,1,scandium-1,1
Sc2FeS4,B8X2R,21,scandium,B,8,X,2,R,Sc,2,1,scandium-2,2
BaNiO2,T12Z1L,28,nickel,T,12,Z,2,L,Ni,1,2,nickel-1,1
LiCuO2,V3Y2V,29,copper,V,3,Y,2,V,Cu,1,2,copper-1,1
TlSbF4,T11Z2R,51,antimony,T,11,Z,2,R,Sb,1,2,antimony-1,1
GaAsPd5,T11Z2R,33,arsenic,T,11,Z,2,R,As,1,2,arsenic-1,1
Rb2SiAs2,A3Y2A,14,silicon,A,3,Y,2,A,Si,1,2,silicon-1,1
YCuP2,T14Y1L,29,copper,T,14,Y,1,L,Cu,1,2,copper-1,1
NbAlO4,B7Y1R,13,aluminium,B,7,Y,1,R,Al,1,2,aluminium-1,1
SrSeO3,B13Z2L,34,selenium,B,13,Z,2,L,Se,1,2,selenium-1,1
TiSiPd,B7Y2R,14,silicon,B,7,Y,2,R,Si,1,2,silicon-1,1
VInO4,V2Y4V,49,indium,V,2,Y,4,V,In,1,2,indium-1,1
HgSO4,T14Y4L,80,mercury,T,14,Y,4,L,Hg,1,1,mercury-1,1
SrTeO3,T6Y4L,38,strontium,T,6,Y,4,L,Sr,1,1,strontium-1,1
MoNiO4,T11Z1R,42,molybdenum,T,11,Z,1,R,Mo,1,1,molybdenum-1,1
Ba2GeAs2,T9X6L,56,barium,T,9,X,6,L,Ba,2,1,barium-1,1
Ba2GeAs2,T9X6L,56,barium,T,9,X,6,L,Ba,2,1,barium-2,2
Cu2NiSn,B10Z2R,29,copper,B,10,Z,2,R,Cu,2,1,copper-1,1
Cu2NiSn,B10Z2R,29,copper,B,10,Z,2,R,Cu,2,1,copper-2,2
Sr2TaN3,A2Y4A,38,strontium,A,2,Y,4,A,Sr,2,1,strontium-1,1
Sr2TaN3,A2Y4A,38,strontium,A,2,Y,4,A,Sr,2,1,strontium-2,2
TiNiGe,A3Y2A,22,titanium,A,3,Y,2,A,Ti,1,1,titanium-1,1
Pt2TlS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-1,1
Pt2TlS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-2,2
Pt2TlS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-3,3
KTaO3,A2Y2A,19,potassium,A,2,Y,2,A,K,1,1,potassium-1,1
WSCl4,T11Z3R,74,tungsten,T,11,Z,3,R,W,1,1,tungsten-1,1
ZrAlPt2,T14Y1L,40,zirconium,T,14,Y,1,L,Zr,1,1,zirconium-1,1
TeOF2,T14Y2L,52,tellurium,T,14,Y,2,L,Te,1,1,tellurium-1,1
NaIO3,P1Z2P,11,sodium,P,1,Z,2,P,Na,1,1,sodium-1,1
KCuSe,A2Y2A,19,potassium,A,2,Y,2,A,K,1,1,potassium-1,1
Ca2SiO4,A1Z2A,20,calcium,A,1,Z,2,A,Ca,2,1,calcium-1,1
Ca2SiO4,A1Z2A,20,calcium,A,1,Z,2,A,Ca,2,1,calcium-2,2
Ag2SeO3,B13Z1L,47,silver,B,13,Z,1,L,Ag,2,1,silver-1,1
Ag2SeO3,B13Z1L,47,silver,B,13,Z,1,L,Ag,2,1,silver-2,2
TlCdSb,B10Z2R,48,cadmium,B,10,Z,2,R,Cd,1,2,cadmium-1,1
CaPdPb,B15Y1R,46,palladium,B,15,Y,1,R,Pd,1,2,palladium-1,1
NaMnTe2,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,2,manganese-1,1
YbOBr,B13Z3L,70,ytterbium,B,13,Z,3,L,Yb,1,1,ytterbium-1,1
TaFeAs,A2Y6A,73,tantalum,A,2,Y,6,A,Ta,1,1,tantalum-1,1
K2CdN12,V3Y2V,19,potassium,V,3,Y,2,V,K,2,1,potassium-1,1
K2CdN12,V3Y2V,19,potassium,V,3,Y,2,V,K,2,1,potassium-2,2
GeAsSe,B17Z1R,33,arsenic,B,17,Z,1,R,As,1,2,arsenic-1,1
CrCoGe,T11Z1R,24,chromium,T,11,Z,1,R,Cr,1,1,chromium-1,1
SbRuSe,T11Z1R,44,ruthenium,T,11,Z,1,R,Ru,1,2,ruthenium-1,1
SrMoO3,T11Z1R,42,molybdenum,T,11,Z,1,R,Mo,1,2,molybdenum-1,1
BaMnS2,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,2,manganese-1,1
NaClO3,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,1,2,chlorine-1,1
ScSiNi,T6Y2L,14,silicon,T,6,Y,2,L,Si,1,2,silicon-1,1
BaZrN2,T11Z1R,40,zirconium,T,11,Z,1,R,Zr,1,2,zirconium-1,1
NbOTlW,T2Y1L,8,oxygen,T,2,Y,1,L,O,1,2,oxygen-1,1
NbGeIr,B10Z3R,77,iridium,B,10,Z,3,R,Ir,1,3,iridium-1,1
CaAgAs,T14Y1L,47,silver,T,14,Y,2,L,Ag,1,2,silver-1,1
Ba2GeAs2,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,2,germanium-1,1
TaTlSe3,T14Y4L,81,thallium,T,14,Y,4,L,Tl,1,2,thallium-1,1
NbIrTe4,B17Z2R,77,iridium,B,17,Z,2,R,Ir,1,2,iridium-1,1
Sr2InPd2,T11Z1R,46,palladium,T,11,Z,1,R,Pd,2,3,palladium-1,1
Sr2InPd2,T11Z1R,46,palladium,T,11,Z,1,R,Pd,2,3,palladium-2,2
CsBiS2,B4Z1L,16,sulfur,B,4,Z,1,L,S,2,3,sulfur-1,1
CsBiS2,B4Z1L,16,sulfur,B,4,Z,1,L,S,2,3,sulfur-2,2
MnCoO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
MnCoO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
MnCoO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
Hg2TeBr3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,1,2,tellurium-1,1
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-1,1
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-2,2
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-3,3
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-4,4
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-5,5
Nb2SnO6,P1Z6P,8,oxygen,P,1,Z,2,P,O,6,3,oxygen-6,6
K2CoSe2,T14Y2L,27,cobalt,T,14,Y,1,L,Co,1,2,cobalt-1,1
LiAlCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-1,1
LiAlCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-2,2
LiAlCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-3,3
LiAlCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-4,4
MnGaNi2,B10Z2R,31,gallium,B,10,Z,2,R,Ga,1,2,gallium-1,1
YScO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-1,1
YScO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-2,2
YScO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-3,3
NbCoB2,B13Z2L,27,cobalt,B,13,Z,2,L,Co,1,2,cobalt-1,1
Zr2CoSi2,B10Z1R,27,cobalt,B,10,Z,2,R,Co,1,2,cobalt-1,1
AlSCl3O2,T6Y2L,16,sulfur,T,6,Y,2,L,S,1,2,sulfur-1,1
H4CdO5S,B13Z2L,48,cadmium,B,13,Z,2,L,Cd,1,2,cadmium-1,1
ScGePt,A3Y6A,78,platinum,A,3,Y,6,A,Pt,1,3,platinum-1,1
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-1,1
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-2,2
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-3,3
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-4,4
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-5,5
Rb2PdBr6,T14Y2L,35,bromine,T,14,Y,2,L,Br,6,3,bromine-6,6
BCoF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-1,1
BCoF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-2,2
BCoF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-3,3
BCoF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-4,4
LiCdCoF6,B15Y2R,48,cadmium,B,15,Y,2,R,Cd,1,2,cadmium-1,1
RbAuBr3,B7Y4R,37,rubidium,B,7,Y,4,R,Rb,1,1,rubidium-1,1
MnInBr3,T14Y2L,35,bromine,T,14,Y,2,L,Br,3,3,bromine-1,1
MnInBr3,T14Y2L,35,bromine,T,14,Y,2,L,Br,3,3,bromine-2,2
MnInBr3,T14Y2L,35,bromine,T,14,Y,2,L,Br,3,3,bromine-3,3
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-1,1
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-2,2
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-3,3
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-4,4
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-5,5
Ta2CuO6,B3Y1R,8,oxygen,B,3,Y,1,R,O,6,3,oxygen-6,6
SrSbAu,T12Z4L,79,gold,T,12,Z,4,L,Au,1,3,gold-1,1
Ca2InPt2,B17Z2R,78,platinum,B,17,Z,2,R,Pt,2,3,platinum-1,1
Ca2InPt2,B17Z2R,78,platinum,B,17,Z,2,R,Pt,2,3,platinum-2,2
TiAsRu,T11Z1R,44,ruthenium,T,11,Z,1,R,Ru,1,3,ruthenium-1,1
HfNiP,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,3,phosphorus-1,1
ZrSbPd,B15Y1R,46,palladium,B,15,Y,1,R,Pd,1,3,palladium-1,1
GeAsSe,T11Z2R,34,selenium,T,11,Z,2,R,Se,1,3,selenium-1,1
CoMoP,B10Z1R,27,cobalt,B,10,Z,2,R,Co,1,1,cobalt-1,1
KGaTe2,E5Z2E,19,potassium,E,5,Z,2,E,K,1,1,potassium-1,1
SrCrO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
SrCrO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
SrCrO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
YZnGa,T11Z2R,31,gallium,T,11,Z,2,R,Ga,1,3,gallium-1,1
Tl4CdI6,B10Z4R,81,thallium,B,10,Z,4,R,Tl,4,1,thallium-1,1
Tl4CdI6,B10Z4R,81,thallium,B,10,Z,4,R,Tl,4,1,thallium-2,2
Tl4CdI6,B10Z4R,81,thallium,B,10,Z,4,R,Tl,4,1,thallium-3,3
Tl4CdI6,B10Z4R,81,thallium,B,10,Z,4,R,Tl,4,1,thallium-4,4
KAuF4,T6Y2L,19,potassium,T,6,Y,2,L,K,1,1,potassium-1,1
AsSeI,T14Y2L,53,iodine,T,14,Y,2,L,I,1,3,iodine-1,1
Ba2CdTe3,B15Y2R,52,tellurium,B,15,Y,2,R,Te,3,3,tellurium-1,1
Ba2CdTe3,B15Y2R,52,tellurium,B,15,Y,2,R,Te,3,3,tellurium-2,2
Ba2CdTe3,B15Y2R,52,tellurium,B,15,Y,2,R,Te,3,3,tellurium-3,3
Co2NiSe4,A2Y2A,27,cobalt,A,2,Y,2,A,Co,2,1,cobalt-1,1
Co2NiSe4,A2Y2A,27,cobalt,A,2,Y,2,A,Co,2,1,cobalt-2,2
NbCoB2,A3Y4A,41,niobium,A,3,Y,4,A,Nb,1,1,niobium-1,1
MgSeO3,V3Y2V,12,magnesium,V,3,Y,2,V,Mg,1,1,magnesium-1,1
Ba2ZnBi2,B15Y5R,83,bismuth,B,15,Y,5,R,Bi,2,3,bismuth-1,1
Ba2ZnBi2,B15Y5R,83,bismuth,B,15,Y,5,R,Bi,2,3,bismuth-2,2
ErSeI,B15Y2R,53,iodine,B,15,Y,2,R,I,1,3,iodine-1,1
SrAgAs,T11Z2R,33,arsenic,T,11,Z,2,R,As,1,3,arsenic-1,1
HfSiS,A3Y2A,16,sulfur,A,3,Y,2,A,S,1,3,sulfur-1,1
CsAuS,B4Z1L,16,sulfur,B,4,Z,1,L,S,1,3,sulfur-1,1
NaMnTe2,T11Z2R,52,tellurium,T,11,Z,2,R,Te,2,3,tellurium-1,1
NaMnTe2,T11Z2R,52,tellurium,T,11,Z,2,R,Te,2,3,tellurium-2,2
CsSnI3,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,2,tin-1,1
NbNiB2,B13Z2L,28,nickel,B,13,Z,2,L,Ni,1,2,nickel-1,1
ZrCoSb,V3Y2V,27,cobalt,V,3,Y,2,V,Co,1,2,cobalt-1,1
MnClO3,B10Z1R,25,manganese,B,10,Z,1,R,Mn,1,1,manganese-1,1
AlInCl4,V3Y2V,13,aluminium,V,3,Y,2,V,Al,1,1,aluminium-1,1
SiNiPd,A3Y2A,14,silicon,A,3,Y,2,A,Si,1,1,silicon-1,1
CaCuP,B7Y1R,15,phosphorus,B,7,Y,2,R,P,1,3,phosphorus-1,1
AuClO,B10Z4R,79,gold,B,10,Z,4,R,Au,1,1,gold-1,1
TaTlS3,B8X2R,16,sulfur,B,8,X,2,R,S,3,3,sulfur-1,1
TaTlS3,B8X2R,16,sulfur,B,8,X,2,R,S,3,3,sulfur-2,2
TaTlS3,B8X2R,16,sulfur,B,8,X,2,R,S,3,3,sulfur-3,3
Cs2LuBr6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-1,1
Cs2LuBr6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-2,2
CsAuS,B8X2R,16,sulfur,B,8,X,2,R,S,1,3,sulfur-1,1
BaTiS3,B10Z1R,22,titanium,B,10,Z,1,R,Ti,1,2,titanium-1,1
HfIN,B15Y2R,53,iodine,B,15,Y,2,R,I,1,2,iodine-1,1
ScNiBi,V2Y2V,28,nickel,V,2,Y,2,V,Ni,1,2,nickel-1,1
SrInPt,T12Z2L,49,indium,T,12,Z,2,L,In,1,2,indium-1,1
VInO4,A3Y4A,49,indium,A,3,Y,4,A,In,1,2,indium-1,1
MnAlCu2,P1Z2P,13,aluminium,P,1,Z,2,P,Al,1,2,aluminium-1,1
TlInS2,B15Y2R,49,indium,B,15,Y,2,R,In,1,2,indium-1,1
ScInPt,B10Z2R,49,indium,B,10,Z,2,R,In,1,2,indium-1,1
K2HgS2,B10Z4R,80,mercury,B,10,Z,4,R,Hg,1,2,mercury-1,1
CdInBr3,T16Z1L,49,indium,T,16,Z,1,L,In,1,2,indium-1,1
In2FeS4,B10Z1R,26,iron,B,10,Z,1,R,Fe,1,2,iron-1,1
Tl3SbS4,B17Z1R,51,antimony,B,17,Z,1,R,Sb,1,2,antimony-1,1
Ca2PbO4,T12Z3L,82,lead,T,12,Z,3,L,Pb,1,2,lead-1,1
Cs2PdI6,A2Y6A,55,caesium,A,2,Y,6,A,Cs,2,1,caesium-1,1
Cs2PdI6,A2Y6A,55,caesium,A,2,Y,6,A,Cs,2,1,caesium-2,2
BaTiS3,B15Y1R,56,barium,B,15,Y,1,R,Ba,1,1,barium-1,1
Cs2PtF6,V3Y6V,55,caesium,V,3,Y,6,V,Cs,2,1,caesium-1,1
Cs2PtF6,V3Y6V,55,caesium,V,3,Y,6,V,Cs,2,1,caesium-2,2
AgSbTe2,T12Z2L,47,silver,T,12,Z,2,L,Ag,1,1,silver-1,1
