Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
KNiF3,A3Y2A,9,fluorine,A,3,Y,1,A,F,3,3,fluorine-3,3
VGaFe2,V2Y2V,26,iron,V,2,Y,2,V,Fe,2,3,iron-1,1
VGaFe2,V2Y2V,26,iron,V,2,Y,2,V,Fe,2,3,iron-2,2
HgTeO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-1,1
HgTeO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-2,2
HgTeO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-3,3
MgGeN2,A3Y2A,32,germanium,A,3,Y,2,A,Ge,1,2,germanium-1,1
Br2OS,B15Y2R,35,bromine,B,15,Y,2,R,Br,2,1,bromine-1,1
Br2OS,B15Y2R,35,bromine,B,15,Y,2,R,Br,2,1,bromine-2,2
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-1,1
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-2,2
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-3,3
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-4,4
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-5,5
K2NbCl6,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,6,3,chlorine-6,6
ScInCu2,A2Y2A,29,copper,A,2,Y,2,A,Cu,2,3,copper-1,1
ScInCu2,A2Y2A,29,copper,A,2,Y,2,A,Cu,2,3,copper-2,2
KMnCl,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,1,3,chlorine-1,1
CoGeO3,T12Z2L,32,germanium,T,12,Z,2,L,Ge,1,2,germanium-1,1
BaMnS2,T12Z1L,25,manganese,T,12,Z,1,L,Mn,1,2,manganese-1,1
MnCoO3,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,1,manganese-1,1
Na2GeSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-1,1
Na2GeSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-2,2
Na2GeSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-3,3
TaCoP,T11Z2R,27,cobalt,T,11,Z,2,R,Co,1,2,cobalt-1,1
TlAgTe2,T14Y2L,52,tellurium,T,14,Y,2,L,Te,2,3,tellurium-1,1
TlAgTe2,T14Y2L,52,tellurium,T,14,Y,2,L,Te,2,3,tellurium-2,2
KGaTe2,B8X2R,19,potassium,B,8,X,2,R,K,1,1,potassium-1,1
CsAuS,T9X6L,55,caesium,T,9,X,6,L,Cs,1,1,caesium-1,1
KCrO6I,T6Y2L,19,potassium,T,6,Y,2,L,K,1,1,potassium-1,1
Na2CuP,V3Y2V,11,sodium,V,3,Y,2,V,Na,2,1,sodium-1,1
Na2CuP,V3Y2V,11,sodium,V,3,Y,2,V,Na,2,1,sodium-2,2
CoGeO3,T11Z2R,27,cobalt,T,11,Z,2,R,Co,1,1,cobalt-1,1
SbOsSe,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,3,selenium-1,1
SrSiPd,T14Y1L,38,strontium,T,14,Y,1,L,Sr,1,1,strontium-1,1
Rb2SiS3,T14Y1L,37,rubidium,T,14,Y,1,L,Rb,2,1,rubidium-1,1
Rb2SiS3,T14Y1L,37,rubidium,T,14,Y,1,L,Rb,2,1,rubidium-2,2
MgZnAg2,V3Y2V,12,magnesium,V,3,Y,2,V,Mg,1,1,magnesium-1,1
KSnSe2,E5Z2E,19,potassium,E,5,Z,2,E,K,1,1,potassium-1,1
CsBeF3,V3Y6V,55,caesium,V,3,Y,6,V,Cs,1,1,caesium-1,1
TiNiGe,W4Z2W,22,titanium,W,4,Z,2,W,Ti,1,1,titanium-1,1
GeOW,B15Y2R,32,germanium,B,15,Y,2,R,Ge,1,1,germanium-1,1
MnGaGe,B10Z1R,25,manganese,B,10,Z,1,R,Mn,1,1,manganese-1,1
NaMnTe2,B10Z2R,52,tellurium,B,10,Z,2,R,Te,2,3,tellurium-1,1
NaMnTe2,B10Z2R,52,tellurium,B,10,Z,2,R,Te,2,3,tellurium-2,2
BaCaGe,B13Z2L,32,germanium,B,13,Z,2,L,Ge,1,3,germanium-1,1
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-1,1
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-2,2
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-3,3
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-4,4
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-5,5
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-6,6
ZrTlCdF7,A3Y2A,9,fluorine,A,3,Y,1,A,F,7,4,fluorine-7,7
H2EuO5P,B8X1R,15,phosphorus,B,8,X,2,R,P,1,4,phosphorus-1,1
BeSiAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-1,1
BeSiAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-2,2
IrOPb,A3Y6A,82,lead,A,3,Y,6,A,Pb,1,3,lead-1,1
Ag3SeNO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,4,oxygen-1,1
Ag3SeNO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,4,oxygen-2,2
Ag3SeNO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,4,oxygen-3,3
TlBS3,T6Y2L,16,sulfur,T,6,Y,2,L,S,3,3,sulfur-3,3
CaCrO3,B10Z1R,24,chromium,B,10,Z,1,R,Cr,1,2,chromium-1,1
BIrPd,B10Z1R,46,palladium,B,10,Z,1,R,Pd,1,3,palladium-1,1
LiNH3I,P1Z2P,3,lithium,P,1,Z,1,P,Li,1,1,lithium-1,1
K2CuF4,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-1,1
CaSiPt,B8X2R,14,silicon,B,8,X,2,R,Si,1,2,silicon-1,1
BiRhS,B17Z1R,83,bismuth,B,17,Z,1,R,Bi,1,1,bismuth-1,1
K2CuF4,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-2,2
ZrCoSb,B10Z1R,27,cobalt,B,10,Z,2,R,Co,1,2,cobalt-1,1
FeSO5,B15Y2R,26,iron,B,15,Y,2,R,Fe,1,1,iron-1,1
LiReO2F4,T11Z3R,75,rhenium,T,11,Z,3,R,Re,1,2,rhenium-1,1
CrSiTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-1,1
CrSiTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-2,2
Ca2InPt2,A3Y2A,20,calcium,A,3,Y,2,A,Ca,2,1,calcium-1,1
ZrGeIr,B15Y2R,32,germanium,B,15,Y,2,R,Ge,1,2,germanium-1,1
TaNiB2,T12Z1L,28,nickel,T,12,Z,2,L,Ni,1,2,nickel-1,1
Cr2CuS4,T11Z2R,29,copper,T,11,Z,2,R,Cu,1,2,copper-1,1
ScGaPd,T16Z1L,31,gallium,T,16,Z,1,L,Ga,1,2,gallium-1,1
YSnPd,T11Z2R,50,tin,T,11,Z,2,R,Sn,1,2,tin-1,1
HAsSn,T12Z2L,33,arsenic,T,12,Z,2,L,As,1,2,arsenic-1,1
ScInPt,B13Z3L,78,platinum,B,13,Z,3,L,Pt,1,3,platinum-1,1
Cs2TiCl6,B10Z1R,22,titanium,B,10,Z,1,R,Ti,1,2,titanium-1,1
KScS2,E5Z2E,19,potassium,E,5,Z,2,E,K,1,1,potassium-1,1
ScZnPd,B10Z1R,21,scandium,B,10,Z,1,R,Sc,1,1,scandium-1,1
ZrGeRh,B13Z2L,32,germanium,B,13,Z,2,L,Ge,1,2,germanium-1,1
ScCoP,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,3,phosphorus-1,1
CaGaAu,T16Z2L,79,gold,T,16,Z,2,L,Au,1,3,gold-1,1
Na2CdPb,A2Y4A,48,cadmium,A,2,Y,4,A,Cd,1,2,cadmium-1,1
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-1,1
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-2,2
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-3,3
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-4,4
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-5,5
Cs2TeI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-6,6
TaCoP,A2Y2A,27,cobalt,A,2,Y,2,A,Co,1,2,cobalt-1,1
AlBaF5,B15Y1R,56,barium,B,15,Y,1,R,Ba,1,2,barium-1,1
HfSiPt,T14Y4L,78,platinum,T,14,Y,3,L,Pt,1,3,platinum-1,1
BaTaS3,T6Y2L,16,sulfur,T,6,Y,2,L,S,3,3,sulfur-1,1
BaTaS3,T6Y2L,16,sulfur,T,6,Y,2,L,S,3,3,sulfur-2,2
BaTaS3,T6Y2L,16,sulfur,T,6,Y,2,L,S,3,3,sulfur-3,3
TlCdSb,T12Z2L,48,cadmium,T,12,Z,2,L,Cd,1,2,cadmium-1,1
TaCoSi,A3Y2A,14,silicon,A,3,Y,2,A,Si,1,3,silicon-1,1
ZrGeRh,T14Y1L,45,rhodium,T,14,Y,1,L,Rh,1,3,rhodium-1,1
AlFeF5,A2Y2A,13,aluminium,A,2,Y,2,A,Al,1,1,aluminium-1,1
SrTeO4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,1,2,tellurium-1,1
ZrSbPd,T14Y2L,51,antimony,T,14,Y,2,L,Sb,1,2,antimony-1,1
P3YbO6H6,W4Z2W,15,phosphorus,W,4,Z,1,W,P,3,1,phosphorus-1,1
P3YbO6H6,W4Z2W,15,phosphorus,W,4,Z,1,W,P,3,1,phosphorus-2,2
P3YbO6H6,W4Z2W,15,phosphorus,W,4,Z,1,W,P,3,1,phosphorus-3,3
FPS,W4Z2W,15,phosphorus,W,4,Z,1,W,P,1,2,phosphorus-1,1
Rb3NiO2,P1Z6P,8,oxygen,P,1,Z,2,P,O,2,3,oxygen-1,1
Rb3NiO2,P1Z6P,8,oxygen,P,1,Z,2,P,O,2,3,oxygen-2,2
RbAsO2,T16Z1L,33,arsenic,T,16,Z,1,L,As,1,2,arsenic-1,1
TeAuBr8,B13Z2L,52,tellurium,B,13,Z,2,L,Te,1,1,tellurium-1,1
CrSiTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-3,3
K2SiAs2,B8X2R,14,silicon,B,8,X,2,R,Si,1,2,silicon-1,1
Tl2PdCl4,T11Z1R,46,palladium,T,11,Z,1,R,Pd,1,2,palladium-1,1
NaMnSb,B17Z1R,51,antimony,B,17,Z,1,R,Sb,1,3,antimony-1,1
Ca2CdAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-1,1
Ca2CdAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-2,2
YPtBi,T11Z5R,83,bismuth,T,11,Z,5,R,Bi,1,3,bismuth-1,1
NaFeO2,T11Z1R,26,iron,T,11,Z,1,R,Fe,1,2,iron-1,1
CuAsS,B4Z1L,16,sulfur,B,4,Z,1,L,S,1,3,sulfur-1,1
PbICl,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,1,3,chlorine-1,1
MnAlCu2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,3,copper-1,1
MnAlCu2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,3,copper-2,2
NaLiSe,B15Y2R,34,selenium,B,15,Y,2,R,Se,1,3,selenium-1,1
NaFeAs,B15Y2R,33,arsenic,B,15,Y,2,R,As,1,3,arsenic-1,1
H2BaN2O5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,4,oxygen-1,1
H2BaN2O5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,4,oxygen-2,2
H2BaN2O5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,4,oxygen-3,3
H2BaN2O5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,4,oxygen-4,4
H2BaN2O5,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,4,oxygen-5,5
CsGaSe3,B15Y2R,34,selenium,B,15,Y,2,R,Se,3,3,selenium-1,1
CsGaSe3,B15Y2R,34,selenium,B,15,Y,2,R,Se,3,3,selenium-2,2
CsGaSe3,B15Y2R,34,selenium,B,15,Y,2,R,Se,3,3,selenium-3,3
MnCoAs,B17Z1R,33,arsenic,B,17,Z,1,R,As,1,3,arsenic-1,1
SrBiIO2,T14Y2L,53,iodine,T,14,Y,2,L,I,1,3,iodine-1,1
LiGaGe,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,3,germanium-1,1
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-1,1
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-2,2
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-3,3
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-4,4
ZrGeRu,B15Y1R,44,ruthenium,B,15,Y,1,R,Ru,1,3,ruthenium-1,1
Li2CrCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-1,1
Li2CrCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-2,2
Li2CrCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-3,3
Li2CrCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-4,4
NaNbSe2,T12Z2L,34,selenium,T,12,Z,2,L,Se,2,3,selenium-1,1
NaNbSe2,T12Z2L,34,selenium,T,12,Z,2,L,Se,2,3,selenium-2,2
Hg2TeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-1,1
Hg2TeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-2,2
Hg2TeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-3,3
TePdI,T12Z2L,52,tellurium,T,12,Z,2,L,Te,1,1,tellurium-1,1
SrMnSn,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,3,tin-1,1
ScInCu2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,3,copper-1,1
ScInCu2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,3,copper-2,2
ScCoGe,T16Z1L,32,germanium,T,16,Z,1,L,Ge,1,3,germanium-1,1
Sr2InPd2,B8X4R,38,strontium,B,8,X,4,R,Sr,2,1,strontium-1,1
Sr2InPd2,B8X4R,38,strontium,B,8,X,4,R,Sr,2,1,strontium-2,2
ScSiRh,B7Y2R,14,silicon,B,7,Y,2,R,Si,1,2,silicon-1,1
MgZnAg2,B13Z2L,30,zinc,B,13,Z,2,L,Zn,1,2,zinc-1,1
SbRuSe,B17Z1R,34,selenium,B,17,Z,1,R,Se,1,3,selenium-1,1
Ag2PdCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-1,1
Ag2PdCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-2,2
Ag2PdCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-3,3
Ag2PdCl4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,4,3,chlorine-4,4
RbNaO,A3Y4A,37,rubidium,A,3,Y,4,A,Rb,1,1,rubidium-1,1
HClSn,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,3,tin-1,1
KNbCl6,B13Z1L,41,niobium,B,13,Z,1,L,Nb,1,2,niobium-1,1
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-1,1
Ca2InPt2,A3Y2A,20,calcium,A,3,Y,2,A,Ca,2,1,calcium-2,2
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-5,5
Rb2PtF6,T2Y1L,9,fluorine,T,2,Y,1,L,F,6,3,fluorine-6,6
SrSeO3,T6Y4L,38,strontium,T,6,Y,4,L,Sr,1,1,strontium-1,1
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-4,4
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-5,5
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-6,6
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-7,7
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-8,8
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-9,9
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-10,10
W4PBr11,B15Y2R,35,bromine,B,15,Y,2,R,Br,11,3,bromine-11,11
K2AgI3,B13Z2L,53,iodine,B,13,Z,2,L,I,3,3,iodine-1,1
K2AgI3,B13Z2L,53,iodine,B,13,Z,2,L,I,3,3,iodine-2,2
K2AgI3,B13Z2L,53,iodine,B,13,Z,2,L,I,3,3,iodine-3,3
HfSiS,T6Y2L,16,sulfur,T,6,Y,2,L,S,1,3,sulfur-1,1
RbAuF4,T14Y3L,79,gold,T,14,Y,3,L,Au,1,2,gold-1,1
RbAuF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-1,1
RbAuF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-2,2
RbAuF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-3,3
RbAuF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-4,4
LiInTe2,T12Z2L,49,indium,T,12,Z,2,L,In,1,2,indium-1,1
B2AsCl2,B10Z2R,33,arsenic,B,10,Z,2,R,As,1,2,arsenic-1,1
SrCuF4,T11Z2R,29,copper,T,11,Z,2,R,Cu,1,2,copper-1,1
BaPIr,B15Y3R,77,iridium,B,15,Y,3,R,Ir,1,3,iridium-1,1
Rb2PtF6,T14Y1L,37,rubidium,T,14,Y,1,L,Rb,2,1,rubidium-1,1
Rb2PtF6,T14Y1L,37,rubidium,T,14,Y,1,L,Rb,2,1,rubidium-2,2
CsSiTe3,B13Z2L,52,tellurium,B,13,Z,2,L,Te,3,3,tellurium-1,1
VClO,P1Z6P,8,oxygen,P,1,Z,2,P,O,1,3,oxygen-1,1
GePtS,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,1,germanium-1,1
CsSiTe3,B13Z2L,52,tellurium,B,13,Z,2,L,Te,3,3,tellurium-2,2
CsSiTe3,B13Z2L,52,tellurium,B,13,Z,2,L,Te,3,3,tellurium-3,3
Rb2SiAs2,B15Y2R,33,arsenic,B,15,Y,2,R,As,2,3,arsenic-1,1
Rb2SiAs2,B15Y2R,33,arsenic,B,15,Y,2,R,As,2,3,arsenic-2,2
ZrSnPd,T14Y1L,50,tin,T,14,Y,2,L,Sn,1,2,tin-1,1
CsPbF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-1,1
CsPbF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-2,2
CsPbF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-3,3
Cd3CaCu4O8,A2Y4A,48,cadmium,A,2,Y,4,A,Cd,3,1,cadmium-1,1
Cd3CaCu4O8,A2Y4A,48,cadmium,A,2,Y,4,A,Cd,3,1,cadmium-2,2
Cd3CaCu4O8,A2Y4A,48,cadmium,A,2,Y,4,A,Cd,3,1,cadmium-3,3
TiTeAs,B15Y2R,33,arsenic,B,15,Y,2,R,As,1,3,arsenic-1,1
Zr2GaFe3,T11Z1R,26,iron,T,11,Z,1,R,Fe,3,3,iron-1,1
Zr2GaFe3,T11Z1R,26,iron,T,11,Z,1,R,Fe,3,3,iron-2,2
Zr2GaFe3,T11Z1R,26,iron,T,11,Z,1,R,Fe,3,3,iron-3,3
MnClO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
MnClO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
HfSiS,V2Y2V,16,sulfur,V,2,Y,2,V,S,1,3,sulfur-1,1
KAgF3,A3Y2A,9,fluorine,A,3,Y,1,A,F,3,3,fluorine-1,1
MnClO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
Ag2BiO3,V2Y4V,47,silver,V,2,Y,4,V,Ag,2,1,silver-1,1
KAgF3,A3Y2A,9,fluorine,A,3,Y,1,A,F,3,3,fluorine-2,2
KAgF3,A3Y2A,9,fluorine,A,3,Y,1,A,F,3,3,fluorine-3,3
TlPPt5,T16Z2L,78,platinum,T,16,Z,2,L,Pt,5,3,platinum-1,1
TlPPt5,T16Z2L,78,platinum,T,16,Z,2,L,Pt,5,3,platinum-2,2
Ag2BiO3,V2Y4V,47,silver,V,2,Y,4,V,Ag,2,1,silver-2,2
NbOSn,V2Y4V,41,niobium,V,2,Y,4,V,Nb,1,1,niobium-1,1
TlPPt5,T16Z2L,78,platinum,T,16,Z,2,L,Pt,5,3,platinum-3,3
TlPPt5,T16Z2L,78,platinum,T,16,Z,2,L,Pt,5,3,platinum-4,4
TlPPt5,T16Z2L,78,platinum,T,16,Z,2,L,Pt,5,3,platinum-5,5
Sr2SnO4,T14Y1L,38,strontium,T,14,Y,1,L,Sr,2,1,strontium-1,1
Sr2SnO4,T14Y1L,38,strontium,T,14,Y,1,L,Sr,2,1,strontium-2,2
Cd3CaCu4O8,T14Y2L,48,cadmium,T,14,Y,2,L,Cd,3,1,cadmium-1,1
Cd3CaCu4O8,T14Y2L,48,cadmium,T,14,Y,2,L,Cd,3,1,cadmium-2,2
Cd3CaCu4O8,T14Y2L,48,cadmium,T,14,Y,2,L,Cd,3,1,cadmium-3,3
NbSeI,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,2,selenium-1,1
AgClO4,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,1,2,chlorine-1,1
SbIrS,B7Y2R,16,sulfur,B,7,Y,2,R,S,1,3,sulfur-1,1
CaCoSi,B7Y2R,14,silicon,B,7,Y,2,R,Si,1,3,silicon-1,1
Rb2PtS2,T14Y4L,78,platinum,T,14,Y,3,L,Pt,1,2,platinum-1,1
Rb2WBr6,B15Y2R,35,bromine,B,15,Y,2,R,Br,6,3,bromine-1,1
Rb2WBr6,B15Y2R,35,bromine,B,15,Y,2,R,Br,6,3,bromine-2,2
Rb2WBr6,B15Y2R,35,bromine,B,15,Y,2,R,Br,6,3,bromine-3,3
Rb2WBr6,B15Y2R,35,bromine,B,15,Y,2,R,Br,6,3,bromine-4,4
BaHfS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-2,2
BaHfS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-3,3
CrCoGe,V2Y2V,24,chromium,V,2,Y,2,V,Cr,1,1,chromium-1,1
KScS2,T9X2L,16,sulfur,T,9,X,2,L,S,2,3,sulfur-1,1
KScS2,T9X2L,16,sulfur,T,9,X,2,L,S,2,3,sulfur-2,2
AuClO,B13Z3L,79,gold,B,13,Z,3,L,Au,1,1,gold-1,1
Li2InIr,T14Y3L,77,iridium,T,14,Y,3,L,Ir,1,3,iridium-1,1
CsAuCl4,E5Z6E,55,caesium,E,5,Z,6,E,Cs,1,1,caesium-1,1
LiMnSb,T12Z2L,51,antimony,T,12,Z,2,L,Sb,1,3,antimony-1,1
TeAuI,V3Y6V,79,gold,V,3,Y,6,V,Au,1,2,gold-1,1
Rb2PdBr6,B17Z1R,46,palladium,B,17,Z,1,R,Pd,1,2,palladium-1,1
SiNiPd,B15Y2R,28,nickel,B,15,Y,1,R,Ni,1,2,nickel-1,1
PIrSe,T14Y3L,77,iridium,T,14,Y,3,L,Ir,1,2,iridium-1,1
ZrSnPd,V3Y4V,50,tin,V,3,Y,4,V,Sn,1,2,tin-1,1
YSnIr,T16Z2L,77,iridium,T,16,Z,2,L,Ir,1,3,iridium-1,1
InPPt5,T9X1L,15,phosphorus,T,9,X,2,L,P,1,2,phosphorus-1,1
BiRhSe,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,3,selenium-1,1
TaAgS3,A3Y4A,47,silver,A,3,Y,4,A,Ag,1,2,silver-1,1
LiMnAs,T11Z1R,25,manganese,T,11,Z,1,R,Mn,1,2,manganese-1,1
ScGePt,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,2,germanium-1,1
TaMnGe,B13Z2L,73,tantalum,B,13,Z,2,L,Ta,1,1,tantalum-1,1
KNbSe2,V3Y2V,19,potassium,V,3,Y,2,V,K,1,1,potassium-1,1
HBrSn,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,3,tin-1,1
MoNCl3,B10Z1R,42,molybdenum,B,10,Z,1,R,Mo,1,1,molybdenum-1,1
Na2CdPb,V2Y6V,82,lead,V,2,Y,6,V,Pb,1,3,lead-1,1
K2NiF6,B15Y2R,28,nickel,B,15,Y,1,R,Ni,1,2,nickel-1,1
VNiSb,T14Y1L,23,vanadium,T,14,Y,1,L,V,1,1,vanadium-1,1
YSnPd,V2Y4V,39,yttrium,V,2,Y,4,V,Y,1,1,yttrium-1,1
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-2,2
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-3,3
ScNiP,T9X1L,15,phosphorus,T,9,X,2,L,P,1,3,phosphorus-1,1
NaFeO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,3,oxygen-1,1
ScCuSn,B15Y2R,29,copper,B,15,Y,2,R,Cu,1,2,copper-1,1
LiAsO3,T12Z2L,33,arsenic,T,12,Z,2,L,As,1,2,arsenic-1,1
Rb2WBr6,B15Y2R,35,bromine,B,15,Y,2,R,Br,6,3,bromine-5,5
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-4,4
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-5,5
GaGeTe,B15Y2R,52,tellurium,B,15,Y,2,R,Te,1,3,tellurium-1,1
ZrTiF6,A3Y2A,9,fluorine,A,3,Y,1,A,F,6,3,fluorine-6,6
ScGaPd,T14Y1L,46,palladium,T,14,Y,1,L,Pd,1,3,palladium-1,1
KNbSe2,B17Z1R,34,selenium,B,17,Z,1,R,Se,2,3,selenium-1,1
KCuSe,T11Z2R,29,copper,T,11,Z,2,R,Cu,1,2,copper-1,1
KFeCl3,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,3,3,chlorine-1,1
KNbSe2,B17Z1R,34,selenium,B,17,Z,1,R,Se,2,3,selenium-2,2
Na2SrSn4,B13Z2L,50,tin,B,13,Z,2,L,Sn,4,3,tin-1,1
Na2SrSn4,B13Z2L,50,tin,B,13,Z,2,L,Sn,4,3,tin-2,2
Na2SrSn4,B13Z2L,50,tin,B,13,Z,2,L,Sn,4,3,tin-3,3
